timestamp,open,high,low,close,volume
2025-04-11 19:55:00,235.8800,235.9800,235.8800,235.9800,8
2025-04-11 19:50:00,235.5000,235.5000,235.5000,235.5000,25
2025-04-11 19:45:00,235.0100,235.0100,235.0100,235.0100,41
2025-04-11 19:20:00,235.9900,235.9900,235.0100,235.0100,22
2025-04-11 19:10:00,235.9655,235.9655,235.9655,235.9655,1
2025-04-11 19:05:00,235.9800,235.9800,235.0100,235.0100,3
2025-04-11 19:00:00,235.4800,235.4800,235.0100,235.0100,635836
2025-04-11 18:55:00,235.5000,235.5000,235.5000,235.5000,70
2025-04-11 18:50:00,235.9900,235.9900,235.9900,235.9900,60
2025-04-11 18:45:00,235.9900,235.9900,235.9900,235.9900,9
2025-04-11 18:35:00,236.0000,236.0000,236.0000,236.0000,1
2025-04-11 18:30:00,235.4800,236.0000,235.4800,236.0000,635796
2025-04-11 18:25:00,235.8000,235.8000,235.2100,235.2100,14
2025-04-11 18:20:00,235.4800,235.8000,235.3500,235.8000,697
2025-04-11 18:15:00,235.9998,235.9998,235.7900,235.7900,127
2025-04-11 18:10:00,235.9900,235.9900,234.2000,234.2000,17
2025-04-11 18:05:00,235.9900,235.9900,235.9900,235.9900,1
2025-04-11 18:00:00,235.5000,235.9900,235.5000,235.9900,2
2025-04-11 17:50:00,235.1000,235.1000,235.1000,235.1000,1
2025-04-11 17:30:00,236.0000,236.0000,235.9900,235.9900,51
2025-04-11 17:25:00,235.0100,239.0000,235.0100,236.0200,100
2025-04-11 17:20:00,236.0000,236.0100,236.0000,236.0100,3
2025-04-11 17:15:00,237.0000,237.0000,237.0000,237.0000,1
2025-04-11 17:10:00,235.7500,236.3500,235.0300,235.0300,781
2025-04-11 17:05:00,236.8000,239.8800,236.1200,236.1200,117
2025-04-11 17:00:00,234.2000,237.2790,234.2000,236.8000,14
2025-04-11 16:55:00,236.7800,236.7800,236.1000,236.7800,6
2025-04-11 16:50:00,235.4800,239.8800,235.4800,239.8800,3
2025-04-11 16:45:00,235.0058,235.0058,235.0058,235.0058,55
2025-04-11 16:40:00,234.2000,237.0000,234.2000,237.0000,150038
2025-04-11 16:35:00,235.4800,236.0000,235.4800,235.7700,326
2025-04-11 16:30:00,234.2000,236.0200,234.2000,236.0000,30243
2025-04-11 16:25:00,237.2067,237.2067,235.4800,236.8800,65
2025-04-11 16:20:00,235.7700,235.7900,235.4800,235.7900,235
2025-04-11 16:15:00,235.4800,235.6700,235.4800,235.6700,43
2025-04-11 16:10:00,235.4800,235.5700,235.4800,235.4800,636825
2025-04-11 16:05:00,235.4800,236.9800,235.4800,236.9800,76380
2025-04-11 16:00:00,235.4700,235.4800,233.7000,235.4800,1440270
2025-04-11 15:55:00,236.4700,236.4900,235.3300,235.4100,331791
2025-04-11 15:50:00,236.3800,236.8499,236.1800,236.4700,144054
2025-04-11 15:45:00,236.3400,236.4000,235.9250,236.2800,62181
2025-04-11 15:40:00,236.2400,236.4500,235.8800,236.2700,60139
2025-04-11 15:35:00,236.2300,236.2300,235.6400,236.1800,30202
2025-04-11 15:30:00,236.2315,236.3600,235.8000,236.2450,36206
2025-04-11 15:25:00,236.0950,236.7700,236.0700,236.3000,29862
2025-04-11 15:20:00,236.1400,236.3000,235.9700,236.1543,30355
2025-04-11 15:15:00,236.3850,236.3850,235.4471,236.2200,33675
2025-04-11 15:10:00,236.2200,236.4800,236.0200,236.3900,32016
2025-04-11 15:05:00,236.1200,236.2800,235.7450,236.1700,30466
2025-04-11 15:00:00,235.5500,236.4099,235.5400,236.1550,37034
2025-04-11 14:55:00,236.1600,236.3300,235.3900,235.4100,31757
2025-04-11 14:50:00,236.2450,236.3971,235.2918,236.1900,27123
2025-04-11 14:45:00,236.0300,236.4971,236.0300,236.2500,28620
2025-04-11 14:40:00,235.9500,236.3450,235.9100,236.1525,20280
2025-04-11 14:35:00,235.6800,236.2500,235.6300,235.9500,29334
2025-04-11 14:30:00,236.0900,236.2550,235.7600,235.9400,17940
2025-04-11 14:25:00,235.7189,236.1300,235.3200,236.1150,33049
2025-04-11 14:20:00,235.6200,235.9750,235.2400,235.8560,16073
2025-04-11 14:15:00,236.0800,236.2100,235.3991,235.6200,22953
2025-04-11 14:10:00,236.0800,236.4975,235.8100,236.0300,38317
2025-04-11 14:05:00,236.5000,236.5700,235.9000,236.0800,19692
2025-04-11 14:00:00,236.8700,236.8700,236.0900,236.4586,27614
2025-04-11 13:55:00,237.1200,237.1800,236.4300,236.7500,66484
2025-04-11 13:50:00,236.7200,237.5800,236.6100,237.3200,140786
2025-04-11 13:45:00,236.3150,236.7800,235.8700,236.7600,59495
2025-04-11 13:40:00,235.2200,236.5700,235.1750,236.3600,36023
2025-04-11 13:35:00,233.9000,235.2114,233.6600,235.0850,17733
2025-04-11 13:30:00,233.9700,234.1000,233.4600,234.0000,20710
2025-04-11 13:25:00,233.9000,234.2000,233.5800,233.8000,21495
2025-04-11 13:20:00,234.0400,234.7950,233.9000,234.0600,26060
2025-04-11 13:15:00,234.4600,235.0600,233.8900,234.0200,29032
2025-04-11 13:10:00,234.8400,234.8900,234.3000,234.6000,21324
2025-04-11 13:05:00,235.0250,235.4554,234.7000,234.8500,29961
2025-04-11 13:00:00,235.1700,235.3000,234.5100,235.0000,23035
2025-04-11 12:55:00,235.1700,235.4800,235.0250,235.0825,20096
2025-04-11 12:50:00,235.3150,235.4100,234.8500,235.2000,32838
2025-04-11 12:45:00,235.1700,235.4800,234.7100,235.4700,31962
2025-04-11 12:40:00,234.9400,235.4700,234.7100,235.2300,22125
2025-04-11 12:35:00,234.4232,235.3000,234.4232,234.9600,40754
2025-04-11 12:30:00,233.4950,234.5900,233.4650,234.3300,22211
2025-04-11 12:25:00,233.2750,233.5800,232.9350,233.4700,20904
2025-04-11 12:20:00,233.9670,233.9864,233.2800,233.3200,14837
2025-04-11 12:15:00,233.6300,233.9000,233.3500,233.8100,25560
2025-04-11 12:10:00,233.5700,233.9100,233.4200,233.6000,45687
2025-04-11 12:05:00,233.4450,234.2184,233.4450,233.4800,29173
2025-04-11 12:00:00,233.3550,233.4800,233.0100,233.4620,31692
2025-04-11 11:55:00,233.0700,233.5886,233.0100,233.2950,25801
2025-04-11 11:50:00,233.1053,233.3150,232.7400,233.1400,26903
2025-04-11 11:45:00,232.5200,233.4470,232.3700,233.2250,32237
2025-04-11 11:40:00,232.8400,232.9200,232.3800,232.3801,46613
2025-04-11 11:35:00,231.8450,232.9200,231.5700,232.8700,26963
2025-04-11 11:30:00,231.4150,231.8450,231.1950,231.8450,53704
2025-04-11 11:25:00,230.3300,231.4800,230.2908,231.4150,51154
2025-04-11 11:20:00,230.0550,230.7900,230.0200,230.2800,31965
2025-04-11 11:15:00,230.1450,230.4050,229.8500,229.9800,19889
2025-04-11 11:10:00,230.4050,230.8350,230.0100,230.1300,43531
2025-04-11 11:05:00,230.1522,230.5729,229.7200,230.3800,24319
2025-04-11 11:00:00,230.1300,232.2800,230.1100,230.2600,66058
2025-04-11 10:55:00,231.0550,231.0700,230.2650,230.2650,29646
2025-04-11 10:50:00,231.2300,231.2400,230.5700,231.0550,28406
2025-04-11 10:45:00,231.2350,231.8750,231.2000,231.4600,42254
2025-04-11 10:40:00,230.4900,231.3607,230.2500,231.2150,31410
2025-04-11 10:35:00,230.7000,230.8200,230.2800,230.2968,30876
2025-04-11 10:30:00,229.2800,230.6100,229.2800,230.4898,61930
2025-04-11 10:25:00,229.6200,229.9800,228.9800,229.0300,34099
2025-04-11 10:20:00,230.3250,230.4700,228.8000,229.9300,37425
2025-04-11 10:15:00,231.8200,232.0000,230.5700,230.5700,32038
2025-04-11 10:10:00,231.9800,232.0400,230.3250,231.6775,31640
2025-04-11 10:05:00,231.0350,232.4700,230.8600,231.8600,34485
2025-04-11 10:00:00,231.0500,231.1000,230.0600,231.0150,40933
2025-04-11 09:55:00,231.8400,232.6100,231.0400,231.4000,27694
2025-04-11 09:50:00,231.5300,232.8800,231.4300,232.0800,45590
2025-04-11 09:45:00,230.5100,232.3000,230.1901,231.6650,38003
2025-04-11 09:40:00,229.8500,230.6600,228.8550,230.5500,33129
2025-04-11 09:35:00,229.7500,230.9200,228.6600,230.0900,29116
2025-04-11 09:30:00,229.7200,230.5500,227.5100,229.3320,191694
2025-04-11 09:25:00,229.2700,229.2700,228.2500,229.0000,658
2025-04-11 09:20:00,228.9775,229.0000,228.6800,229.0000,832
2025-04-11 09:15:00,228.5000,229.0000,228.2000,229.0000,195
2025-04-11 09:10:00,229.1100,229.1100,228.4000,228.5000,345
2025-04-11 09:05:00,229.7700,229.7700,229.1000,229.1100,157
2025-04-11 09:00:00,229.9400,230.2000,229.9400,230.2000,29
2025-04-11 08:55:00,230.4999,230.4999,229.7000,229.7000,124
2025-04-11 08:50:00,230.5000,230.5000,229.6600,230.5000,223
2025-04-11 08:45:00,230.5000,230.5000,229.7300,230.5000,19
2025-04-11 08:40:00,230.5000,230.5000,229.7900,229.7900,369
2025-04-11 08:35:00,230.5000,230.5000,229.6800,229.6800,225
2025-04-11 08:30:00,230.4100,230.4900,230.2500,230.2600,43
2025-04-11 08:25:00,230.2500,230.2500,230.2500,230.2500,1
2025-04-11 08:20:00,230.0100,230.3000,229.3600,229.3600,106
2025-04-11 08:15:00,230.5000,230.5000,230.0000,230.0000,110
2025-04-11 08:10:00,229.0000,230.1600,229.0000,229.3600,312
2025-04-11 08:05:00,229.0600,230.0000,229.0600,230.0000,41
2025-04-11 08:00:00,230.5000,235.2600,228.3000,229.9900,603
2025-04-11 07:55:00,229.3800,229.9700,229.3800,229.9700,212
2025-04-11 07:50:00,228.8600,228.8600,228.8600,228.8600,44
2025-04-11 07:45:00,229.4900,229.4900,229.4900,229.4900,7
2025-04-11 07:35:00,229.0300,229.3100,228.4800,229.3100,91
2025-04-11 07:30:00,229.1500,229.7700,228.8100,229.7300,99
2025-04-11 07:25:00,229.1500,229.1500,229.1500,229.1500,1
2025-04-11 07:20:00,229.6700,229.6700,228.4600,229.1500,968
2025-04-11 07:15:00,229.9400,229.9500,229.5000,229.6500,192
2025-04-11 07:10:00,230.2000,230.2000,229.6700,229.6700,294
2025-04-11 07:05:00,229.9900,230.3000,229.8700,230.3000,195
2025-04-11 07:00:00,229.9500,230.2000,229.9500,230.0000,227
2025-04-11 06:55:00,230.3300,230.3300,230.3300,230.3300,5
2025-04-11 06:50:00,230.4400,230.4400,229.7500,229.7500,30
2025-04-11 06:40:00,230.2700,230.4700,230.2700,230.4000,218
2025-04-11 06:35:00,230.2900,230.3000,230.2300,230.3000,579
2025-04-11 06:30:00,230.0800,230.4900,230.0800,230.2900,465
2025-04-11 06:25:00,230.4100,230.4800,230.0000,230.0800,548
2025-04-11 06:20:00,230.7000,230.9500,229.7500,230.5100,353
2025-04-11 06:15:00,230.1000,230.7000,230.1000,230.7000,30
2025-04-11 06:10:00,230.1000,230.1000,230.1000,230.1000,30
2025-04-11 06:05:00,229.9900,230.6400,229.9900,230.4900,10
2025-04-11 06:00:00,230.8400,230.8400,230.8400,230.8400,11
2025-04-11 05:55:00,230.2900,230.9400,229.3100,229.3100,70
2025-04-11 05:50:00,230.2900,230.3200,230.2900,230.3200,36
2025-04-11 05:45:00,229.4000,229.6100,229.4000,229.6100,220
2025-04-11 05:35:00,228.9100,229.5200,228.9100,229.5200,64
2025-04-11 05:30:00,228.7100,229.0900,228.7100,228.8400,270
2025-04-11 05:25:00,228.7700,228.7700,228.3000,228.3000,3
2025-04-11 05:05:00,227.9600,228.2400,227.3600,228.2400,98
2025-04-11 05:00:00,227.9500,228.1600,227.9500,228.1000,157
2025-04-11 04:55:00,227.5900,227.6000,227.3000,227.3900,296
2025-04-11 04:45:00,227.5600,227.5600,227.2600,227.2600,30
2025-04-11 04:40:00,227.8000,227.9200,227.5800,227.6800,219
2025-04-11 04:35:00,228.3100,228.8700,228.0400,228.8300,161
2025-04-11 04:20:00,229.9200,229.9800,229.5500,229.5500,155
2025-04-11 04:10:00,230.8000,230.8000,230.0500,230.1100,10
2025-04-11 04:05:00,229.6200,230.8900,229.6200,230.8900,2
2025-04-11 04:00:00,231.0700,231.0700,229.5500,230.0000,241
2025-04-10 19:55:00,228.2500,229.0600,228.2500,229.0600,43
2025-04-10 19:50:00,229.0500,229.0600,228.0100,228.0100,32
2025-04-10 19:40:00,229.5500,229.5500,229.5400,229.5400,1950
2025-04-10 19:35:00,229.5400,229.5400,229.0600,229.0600,2
2025-04-10 19:30:00,229.5400,229.5400,229.0000,229.0000,71
2025-04-10 19:25:00,228.0000,228.0000,227.9600,227.9600,26
2025-04-10 19:15:00,228.0000,228.0000,228.0000,228.0000,2
2025-04-10 19:10:00,229.4600,229.7900,223.1600,229.0600,452
2025-04-10 19:00:00,229.5500,229.5500,229.5500,229.5500,730289
2025-04-10 18:55:00,230.0000,230.0000,229.5600,229.5600,27
2025-04-10 18:50:00,229.9900,230.6800,229.9900,230.6800,16
2025-04-10 18:40:00,229.9900,229.9900,229.9900,229.9900,1
2025-04-10 18:30:00,229.5500,229.5600,229.5500,229.5600,730304
2025-04-10 18:25:00,229.9800,229.9900,229.9800,229.9900,15
2025-04-10 18:20:00,229.5600,230.4200,229.5600,230.4200,51
2025-04-10 18:15:00,229.5600,229.5600,229.5600,229.5600,10
2025-04-10 18:05:00,229.9800,229.9800,229.9800,229.9800,1
2025-04-10 18:00:00,229.8000,229.8000,229.8000,229.8000,1
2025-04-10 17:50:00,229.8000,229.8000,229.8000,229.8000,2
2025-04-10 17:45:00,228.5000,229.8000,228.5000,229.8000,65
2025-04-10 17:35:00,229.0000,229.0000,229.0000,229.0000,50
2025-04-10 17:30:00,229.7400,229.7500,229.7400,229.7500,500
2025-04-10 17:20:00,229.5500,229.5500,229.5500,229.5500,110750
2025-04-10 17:05:00,229.0120,229.9400,229.0000,229.9400,65
2025-04-10 17:00:00,229.5300,229.8400,229.5300,229.5400,20
2025-04-10 16:55:00,229.0100,229.8400,229.0100,229.8400,7
2025-04-10 16:45:00,229.5400,229.5400,229.4400,229.4400,13
2025-04-10 16:40:00,229.5399,229.5399,229.5399,229.5399,10
2025-04-10 16:35:00,217.5800,217.5800,217.5800,217.5800,2
